station,date,temp,wv
6069,2000-06-22,15.4,4.4
6069,2000-06-23,13.5,4.6
6069,2000-06-24,12.7,3.2
6069,2000-06-25,13,3.6
6069,2000-06-26,11.6,6.6
6069,2000-06-27,10.6,7.1
6069,2000-06-28,11.6,2.4
6069,2000-06-29,12.4,1.8
6069,2000-06-30,11.5,6
6069,2000-07-01,12.6,2.9
6069,2000-07-02,14.4,1.7
6069,2000-07-03,15.8,1.5
6069,2000-07-04,16.7,1.7
6069,2000-07-05,15.2,2.9
6069,2000-07-06,11.9,4.5
6069,2000-07-07,11.4,6.9
6069,2000-07-08,11.9,5.5
6069,2000-07-09,12.4,4
6069,2000-07-10,13.6,5.1
6069,2000-07-11,13.5,3.5
6069,2000-07-12,13.4,4.7
6069,2000-07-13,11.8,6.2
6069,2000-07-14,12.9,3.4
6069,2000-07-15,14.1,2
6069,2000-07-16,14.9,2.9
6069,2000-07-17,13.4,3.4
6069,2000-07-18,12.3,4.2
6069,2000-07-19,13.9,5.2
6069,2000-07-20,15.1,4.7
6069,2000-07-21,15.9,3.6
6069,2000-07-22,16.6,2.3
6069,2000-07-23,18,2.2
6069,2000-07-24,15.3,1.4
6069,2000-07-25,17.6,2.6
6069,2000-07-26,16.2,2.8
6069,2000-07-27,15.5,2.6
6069,2000-07-28,15.4,1.6
6069,2000-07-29,16.1,2.2
6069,2000-07-30,14.6,3.5
6069,2000-07-31,14.4,5.6
6069,2000-08-01,15.6,2.9
6069,2000-08-02,15.7,2.2
6069,2000-08-03,14.8,2.3
6069,2000-08-04,14.6,3.8
6069,2000-08-05,14.6,4.2
6069,2000-08-06,14.6,4.4
6069,2000-08-07,12.8,6.3
6069,2000-08-08,12.8,6.1
6069,2000-08-09,13.4,4.6
6069,2000-08-10,14.5,3.5
6069,2000-08-11,14.6,3.9
6069,2000-08-12,14,4.8
6069,2000-08-13,15.6,1.9
6069,2000-08-14,17.7,3.6
6069,2000-08-15,18,3.9
6069,2000-08-16,14.1,2.1
6069,2000-08-17,13.7,2.8
6069,2000-08-18,14.8,2.5
6069,2000-08-19,16.4,3.3
6069,2000-08-20,14.6,5
6069,2000-08-21,13.1,3.7
6069,2000-08-22,12.6,5.2
6069,2000-08-23,12.6,4.8
6069,2000-08-24,13.2,5.9
6069,2000-08-25,14,2.6
6069,2000-08-26,14.6,4.3
6069,2000-08-27,17.1,7.9
6069,2000-08-28,15.2,3.6
6069,2000-08-29,13.4,2.2
6069,2000-08-30,12.4,3.8
6069,2000-08-31,12.4,2.9
6069,2000-09-01,12.3,3.2
6069,2000-09-02,13.5,3.3
6069,2000-09-03,12,5.3
6069,2000-09-04,11.4,2.5
6069,2000-09-05,11.4,1.9
6069,2000-09-06,12.7,5.7
6069,2000-09-07,14.1,2.8
6069,2000-09-08,14.7,5.1
6069,2000-09-09,13.8,4.6
6069,2000-09-10,12.6,3.5
6069,2000-09-11,11.2,3.2
6069,2000-09-12,10,4.7
6069,2000-09-13,11.8,5.3
6069,2000-09-14,11.9,5.3
6069,2000-09-15,12.3,7.1
6069,2000-09-16,13.1,6.3
6069,2000-09-17,11.9,5.2
6069,2000-09-18,12,8.8
6069,2000-09-19,11.5,8.3
6069,2000-09-20,12,7.7
6069,2000-09-21,11.7,5.5
6069,2000-09-22,11.5,5.1
6069,2000-09-23,12.7,4.5
6069,2000-09-24,10.2,4.8
6069,2000-09-25,9.6,4.4
6069,2000-09-26,8.9,3.3
6069,2000-09-27,12.8,4.5
6069,2000-09-28,13.2,5.2
6069,2000-09-29,16.2,4.3
6069,2000-09-30,14.3,5.7
6069,2000-10-01,11.7,3.8
6069,2000-10-02,12.4,2.8
6069,2000-10-03,13.1,3.4
6069,2000-10-04,13.1,5
6069,2000-10-05,12.3,3
6069,2000-10-06,10.9,3.5
6069,2000-10-07,10,2.3
6069,2000-10-08,9.3,3.6
6069,2000-10-09,9.9,3.2
6069,2000-10-10,8.2,6
6069,2000-10-11,8.9,8
6069,2000-10-12,10,4.5
6069,2000-10-13,10.2,4.1
6069,2000-10-14,10.6,3
6069,2000-10-15,10.2,4.2
6069,2000-10-16,12.6,7.2
6069,2000-10-17,11.9,5
6069,2000-10-18,9.2,5
6069,2000-10-19,9.7,5.4
6069,2000-10-20,10.2,3.2
6069,2000-10-21,11.4,6.5
6069,2000-10-22,11.6,3
6069,2000-10-23,13,5.4
6069,2000-10-24,10.7,5.6
6069,2000-10-25,10.1,6.5
6069,2000-10-26,9,4.9
6069,2000-10-27,8.7,3.2
6069,2000-10-28,10.2,3.8
6069,2000-10-29,9.6,6.4
6069,2000-10-30,8.6,9.7
6069,2000-10-31,8.4,8.1
6069,2000-11-01,7,5.8
6069,2000-11-02,7,5.4
6069,2000-11-03,7.7,7.2
6069,2000-11-04,5.8,4.5
6069,2000-11-05,5.4,4.6
6069,2000-11-06,6.4,7.1
6069,2000-11-07,8.4,6
6069,2000-11-08,7.4,5
6069,2000-11-09,7.7,6.2
6069,2000-11-10,7.5,5
6069,2000-11-11,6.4,5.2
6069,2000-11-12,7,7
6069,2000-11-13,7.4,4.5
6069,2000-11-14,6,3.4
6069,2000-11-15,4.1,3.9
6069,2000-11-16,5.2,5.4
6069,2000-11-17,5.7,4.7
6069,2000-11-18,4.1,5.2
6069,2000-11-19,6.9,8.5
6069,2000-11-20,6.2,5.5
6069,2000-11-21,5.6,3.9
6069,2000-11-22,5.6,6.2
6069,2000-11-23,6.6,5.6
6069,2000-11-24,7,6.1
6069,2000-11-25,4.6,5.6
6069,2000-11-26,5,7.2
6069,2000-11-27,4.9,3.1
6069,2000-11-28,5,5.1
6069,2000-11-29,9.4,3.9
6069,2000-11-30,7.9,4.5
6069,2000-12-01,7.3,5.3
6069,2000-12-02,9.2,4.3
6069,2000-12-03,7.6,4.2
6069,2000-12-04,5.8,5.8
6069,2000-12-05,7.8,6.2
6069,2000-12-06,8,5
6069,2000-12-07,7.6,4.9
6069,2000-12-08,7.6,6
6069,2000-12-09,8.4,5.8
6069,2000-12-10,7.6,5.7
6069,2000-12-11,7.9,5.4
6069,2000-12-12,9,4.2
6069,2000-12-13,8.5,8.3
6069,2000-12-14,5.9,7.4
6069,2000-12-15,5.7,4.6
6069,2000-12-16,4.9,5.1
6069,2000-12-17,2.7,1
6069,2000-12-18,0.1,0.6
6069,2000-12-19,0.9,2.3
6069,2000-12-20,-0.9,3.4
6069,2000-12-21,0,4.2
6069,2000-12-22,-2.1,2.9
6069,2000-12-23,-1.2,1.6
6069,2000-12-24,-2.6,1.8
6069,2000-12-25,-4.6,1.6
6069,2000-12-26,-6.4,1.3
6069,2000-12-27,-2.1,2.3
6069,2000-12-28,0.3,3.2
6069,2000-12-29,0.6,5.8
6069,2000-12-30,-0.9,2.3
6069,2000-12-31,-5.8,1.7
6069,2001-01-01,-0.6,6.9
6069,2001-01-02,2.2,5.2
6069,2001-01-03,3.7,4.9
6069,2001-01-04,2.4,6.4
6069,2001-01-05,4.1,6.4
6069,2001-01-06,4.8,4.8
6069,2001-01-07,5.2,6.1
6069,2001-01-08,4.5,4.9
6069,2001-01-09,3,3.2
6069,2001-01-10,-1.1,1.5
6069,2001-01-11,-0.2,3.4
6069,2001-01-12,-1,1.3
6069,2001-01-13,0.5,3
6069,2001-01-14,-0.6,0.6
6069,2001-01-15,-0.8,0.9
6069,2001-01-16,-3.6,0
6069,2001-01-17,-1.9,0
6069,2001-01-18,-0.2,3.6
6069,2001-01-19,-0.2,3.8
6069,2001-01-20,-0.1,2.5
6069,2001-01-21,0.2,4.2
6069,2001-01-22,0.5,7.3
6069,2001-01-23,1,7.6
6069,2001-01-24,4.6,8.2
6069,2001-01-25,3.4,5.2
6069,2001-01-26,3.7,4.3
6069,2001-01-27,2.8,4.4
6069,2001-01-28,1.4,2.6
6069,2001-01-29,1.6,1.8
6069,2001-01-30,1.6,2.6
6069,2001-01-31,0.2,1.9
6069,2001-02-01,-1.7,4.6
6069,2001-02-02,-6.2,3.4
6069,2001-02-03,-8.8,5.2
6069,2001-02-04,-5.8,5.1
6069,2001-02-05,-4.9,9.4
6069,2001-02-06,0.4,5.4
6069,2001-02-07,5.4,6.7
6069,2001-02-08,3.2,3.3
6069,2001-02-09,-1.2,1.5
6069,2001-02-10,-2.3,3.7
6069,2001-02-11,3.1,6.8
6069,2001-02-12,5.4,5.7
6069,2001-02-13,4.3,4.7
6069,2001-02-14,3.6,5.4
6069,2001-02-15,3.1,4.5
6069,2001-02-16,2.4,2.6
6069,2001-02-17,0.6,4
6069,2001-02-18,5,6
6069,2001-02-19,3.5,6.3
6069,2001-02-20,3.7,6.4
6069,2001-02-21,4,10.4
6069,2001-02-22,1.3,6.2
6069,2001-02-23,-4.7,3.4
6069,2001-02-24,-3.4,3.4
6069,2001-02-25,-1.4,2.4
6069,2001-02-26,-3.2,2.4
6069,2001-02-27,-0.8,2.8
6069,2001-02-28,-2.2,3.9
6069,2001-03-01,-3.1,4.5
6069,2001-03-02,-4.5,3.9
6069,2001-03-03,-4,1.3
6069,2001-03-04,-4.4,2.1
6069,2001-03-05,-2.4,2.9
6069,2001-03-06,0.6,4
6069,2001-03-07,-0.1,6.5
6069,2001-03-08,2.1,3.9
6069,2001-03-09,4,5.4
6069,2001-03-10,6.1,3.8
6069,2001-03-11,7.2,3.7
6069,2001-03-12,5.4,6.3
6069,2001-03-13,3,4.3
6069,2001-03-14,2.7,3.3
6069,2001-03-15,3.7,3.4
6069,2001-03-16,1.4,3.9
6069,2001-03-17,-0.6,3.2
6069,2001-03-18,-1.4,5.4
6069,2001-03-19,-2.2,5.5
6069,2001-03-20,-1.7,2
6069,2001-03-21,-0.8,2.2
6069,2001-03-22,-0.9,4
6069,2001-03-23,0.1,5.4
6069,2001-03-24,0.9,5.7
6069,2001-03-25,0,5.2
6069,2001-03-26,-0.7,3.1
6069,2001-03-27,-0.9,4
6069,2001-03-28,0.1,9.5
6069,2001-03-29,0.9,8.4
6069,2001-03-30,4.4,3.6
6069,2001-03-31,5.9,5.8
6069,2001-04-01,7,3.4
6069,2001-04-02,6.9,3.4
6069,2001-04-03,7.4,6.1
6069,2001-04-04,6.8,6
6069,2001-04-05,5.2,6.4
6069,2001-04-06,5.2,5.6
6069,2001-04-07,6.9,3.4
6069,2001-04-08,4.9,5.5
6069,2001-04-09,5.6,4.2
6069,2001-04-10,5.9,4.6
6069,2001-04-11,5.6,4
6069,2001-04-12,2.2,7.6
6069,2001-04-13,0.8,5.6
6069,2001-04-14,0.8,3.1
6069,2001-04-15,1.2,5.4
6069,2001-04-16,3.7,2.2
6069,2001-04-17,3.6,5
6069,2001-04-18,3.3,3.5
6069,2001-04-19,2.6,2.6
6069,2001-04-20,3.7,3.4
6069,2001-04-21,3.7,2.4
6069,2001-04-22,5.1,2.6
6069,2001-04-23,4.4,3.9
6069,2001-04-24,8,4
6069,2001-04-25,7.7,4
6069,2001-04-26,8.3,3.3
6069,2001-04-27,6.7,2.1
6069,2001-04-28,7.3,4.3
6069,2001-04-29,8.3,4.3
6069,2001-04-30,10,3.9
6069,2001-05-01,8,5.8
6069,2001-05-02,9.6,3
6069,2001-05-03,8.4,2.8
6069,2001-05-04,7.8,4.7
6069,2001-05-05,5.9,2.9
6069,2001-05-06,8.4,4.1
6069,2001-05-07,8.2,3
6069,2001-05-08,11.6,2.1
6069,2001-05-09,13.1,2.4
6069,2001-05-10,14.6,2.1
6069,2001-05-11,15.2,2.1
6069,2001-05-12,14.6,2.7
6069,2001-05-13,11.6,4.2
6069,2001-05-14,11.8,3.2
6069,2001-05-15,11.2,4
6069,2001-05-16,11.2,3.6
6069,2001-05-17,12.3,3.9
6069,2001-05-18,8,5.2
6069,2001-05-19,8.6,9.9
6069,2001-05-20,9.5,6.5
6069,2001-05-21,10,4.1
6069,2001-05-22,10.6,3
6069,2001-05-23,11.4,5.1
6069,2001-05-24,10.8,5.3
6069,2001-05-25,11.1,3.3
6069,2001-05-26,12.1,3.1
6069,2001-05-27,13.5,5.1
6069,2001-05-28,13.4,6.1
6069,2001-05-29,11,5.9
6069,2001-05-30,11,4.9
6069,2001-05-31,11.1,2.2
6069,2001-06-01,10.7,4.4
6069,2001-06-02,9.1,4.4
6069,2001-06-03,9,6.5
6069,2001-06-04,9.6,5.4
6069,2001-06-05,11,4.3
6069,2001-06-06,12,3.2
6069,2001-06-07,10.4,6.2
6069,2001-06-08,8.4,5.3
6069,2001-06-09,8.4,3.5
6069,2001-06-10,9.2,2.2
6069,2001-06-11,8.7,5.5
6069,2001-06-12,10.1,4.8
6069,2001-06-13,9.4,5.1
6069,2001-06-14,9.9,4
6069,2001-06-15,11.4,2.4
6069,2001-06-16,12.4,3
6069,2001-06-17,13.2,2.7
6069,2001-06-18,14.2,3.9
6069,2001-06-19,11.4,5.2
6069,2001-06-20,11.9,4.1
6069,2001-06-21,11.6,3.1
6069,2001-06-22,12.5,2.8
6069,2001-06-23,15.1,4.4
6069,2001-06-24,12.4,5.1
6069,2001-06-25,13.8,4.4
6069,2001-06-26,15.7,4.2
6069,2001-06-27,16.7,3.5
6069,2001-06-28,17.5,3
6069,2001-06-29,16.4,3.1
6069,2001-06-30,17,3.6
6069,2001-07-01,14.6,5.2
6069,2001-07-02,15.2,4.8
6069,2001-07-03,17.4,2.2
6069,2001-07-04,18.7,3.3
6069,2001-07-05,19.1,2.6
6069,2001-07-06,21,2.7
6069,2001-07-07,21.9,4.2
6069,2001-07-08,21.8,4
6069,2001-07-09,17.2,3.2
6069,2001-07-10,17.1,3.5
6069,2001-07-11,15.4,5.4
6069,2001-07-12,13.5,6
6069,2001-07-13,13,4.9
6069,2001-07-14,14.7,2.7
6069,2001-07-15,15.2,4
6069,2001-07-16,13,1.4
6069,2001-07-17,14,2
6069,2001-07-18,15,2.4
6069,2001-07-19,16.4,2.8
6069,2001-07-20,16.5,1.8
6069,2001-07-21,16.2,2.9
6069,2001-07-22,17.3,3.8
6069,2001-07-23,17.2,1.8
6069,2001-07-24,17.6,1.6
6069,2001-07-25,17.9,2.5
6069,2001-07-26,16.8,3.2
6069,2001-07-27,17.6,2.1
6069,2001-07-28,18.5,2
6069,2001-07-29,18.3,3.6
6069,2001-07-30,17.6,5
6069,2001-07-31,14.6,3.6
6069,2001-08-01,14.6,5.2
6069,2001-08-02,16,2.8
6069,2001-08-03,17,5.6
6069,2001-08-04,15.5,2.8
6069,2001-08-05,13.3,2.5
6069,2001-08-06,13.6,3.1
6069,2001-08-07,14.4,2.6
6069,2001-08-08,15.1,5.7
6069,2001-08-09,14.8,6.2
6069,2001-08-10,13.6,4.8
6069,2001-08-11,13.9,5.1
6069,2001-08-12,15.7,4.4
6069,2001-08-13,16.9,3.2
6069,2001-08-14,20.1,4.2
6069,2001-08-15,21.5,3.5
6069,2001-08-16,20.6,3.7
6069,2001-08-17,16.6,3.6
6069,2001-08-18,15.4,2.1
6069,2001-08-19,17.2,4.8
6069,2001-08-20,18.4,3.5
6069,2001-08-21,16.1,1.7
6069,2001-08-22,17.7,2.1
6069,2001-08-23,18.6,2.6
6069,2001-08-24,19,2.7
6069,2001-08-25,19.9,3.8
6069,2001-08-26,17.8,2.3
6069,2001-08-27,14.5,7.5
6069,2001-08-28,13.9,8
6069,2001-08-29,14.8,1.6
6069,2001-08-30,14.9,3.2
6069,2001-08-31,15.5,3.4
6069,2001-09-01,14.6,4.2
6069,2001-09-02,13.8,3.6
6069,2001-09-03,14.1,2.3
6069,2001-09-04,13.7,2
6069,2001-09-05,14.3,2.8
6069,2001-09-06,12.8,3.9
6069,2001-09-07,11.8,3.8
6069,2001-09-08,10.4,4.6
6069,2001-09-09,11.6,6.6
6069,2001-09-10,12.7,4.1
6069,2001-09-11,10,1.8
6069,2001-09-12,12.3,2.6
6069,2001-09-13,11.7,3.7
6069,2001-09-14,11.4,2.6
6069,2001-09-15,11.6,3.7
6069,2001-09-16,10.8,2.1
6069,2001-09-17,13.5,4.9
6069,2001-09-18,14,6.1
6069,2001-09-19,13,5.6
6069,2001-09-20,12.4,4.7
6069,2001-09-21,11.8,2.7
6069,2001-09-22,11.6,2.3
6069,2001-09-23,11.9,3.5
6069,2001-09-24,11,4.4
6069,2001-09-25,10,3.3
6069,2001-09-26,10.5,3.7
6069,2001-09-27,10.8,1.7
6069,2001-09-28,10,1.8
6069,2001-09-29,10.8,4.5
6069,2001-09-30,11.7,6
6069,2001-10-01,13.8,7
6069,2001-10-02,14.3,5
6069,2001-10-03,13.3,5.3
6069,2001-10-04,11.7,4
6069,2001-10-05,11.5,2.9
6069,2001-10-06,12.8,5.2
6069,2001-10-07,13.8,4
6069,2001-10-08,12.9,5.9
6069,2001-10-09,11.8,6.8
6069,2001-10-10,11.8,6.4
6069,2001-10-11,11.9,3.8
6069,2001-10-12,14.2,4.4
6069,2001-10-13,13.6,2.8
6069,2001-10-14,13,3.2
6069,2001-10-15,14.2,4.8
6069,2001-10-16,12.8,3.8
6069,2001-10-17,8.9,1.8
6069,2001-10-18,8.7,4
6069,2001-10-19,10.7,4.5
6069,2001-10-20,11.3,5
6069,2001-10-21,10,5.1
6069,2001-10-22,9.2,3.4
6069,2001-10-23,8.8,4.6
6069,2001-10-24,7.9,7.8
6069,2001-10-25,9.7,4
6069,2001-10-26,12.1,6.2
6069,2001-10-27,11.4,4.5
6069,2001-10-28,10,6.8
6069,2001-10-29,9.7,5.5
6069,2001-10-30,12.2,6.4
6069,2001-10-31,10.8,8.6
6069,2001-11-01,7,7.5
6069,2001-11-02,9.5,3.9
6069,2001-11-03,9.6,4.9
6069,2001-11-04,7.5,4.8
6069,2001-11-05,4.7,6
6069,2001-11-06,6.2,5.3
6069,2001-11-07,3.4,3.8
6069,2001-11-08,0,3.1
6069,2001-11-09,0.2,3.9
6069,2001-11-10,4.4,5
6069,2001-11-11,8.2,7.2
6069,2001-11-12,4.5,3.7
6069,2001-11-13,1.2,1.9
6069,2001-11-14,0.4,2
6069,2001-11-15,6.2,8.2
6069,2001-11-16,5.6,2.6
6069,2001-11-17,7.9,6.5
6069,2001-11-18,7.5,6.3
6069,2001-11-19,3.9,2.2
6069,2001-11-20,2.1,2.6
6069,2001-11-21,8.4,5.8
6069,2001-11-22,3.1,5.9
6069,2001-11-23,0.2,3.1
6069,2001-11-24,0.1,2.2
6069,2001-11-25,6.1,4.3
6069,2001-11-26,4.6,2.8
6069,2001-11-27,1.3,3.8
6069,2001-11-28,2.3,4.4
6069,2001-11-29,2.7,4.8
6069,2001-11-30,3.8,9.5
6069,2001-12-01,3.5,10.6
6069,2001-12-02,4.2,1.9
6069,2001-12-03,2.5,4.7
6069,2001-12-04,1.4,9.2
6069,2001-12-05,4.1,2.9
6069,2001-12-06,1.9,2.5
6069,2001-12-07,-0.3,1.1
6069,2001-12-08,1.5,3.4
6069,2001-12-09,4.2,4.4
6069,2001-12-10,5,2.7
6069,2001-12-11,1.1,0.8
6069,2001-12-12,0.8,1.4
6069,2001-12-13,1.2,1.8
6069,2001-12-14,0.6,2.3
6069,2001-12-15,-1.6,0.7
6069,2001-12-16,-0.8,1.6
6069,2001-12-17,1.3,2.1
6069,2001-12-18,1.3,3.1
6069,2001-12-19,2.8,8.1
6069,2001-12-20,-2.5,5.2
6069,2001-12-21,0.8,6.5
6069,2001-12-22,-6.2,1.8
6069,2001-12-23,-3.2,3.3
6069,2001-12-24,2.5,4.5
6069,2001-12-25,0.3,3.9
6069,2001-12-26,-2.2,1.8
6069,2001-12-27,-3,2.4
6069,2001-12-28,-4.4,4.4
6069,2001-12-29,-2.7,3.6
6069,2001-12-30,-7.8,3.4
6069,2001-12-31,-9.1,1.5
6069,2002-01-01,1.6,8.3
6069,2002-01-02,-1.8,3
