Id,TrialDescription,Country,InstituteName,TreatmentID,ReplicateNumber,NumberOfReplicates,IfMeanHowCalculated,IfMeanWhatVariationUnit,DegreeOfVariation,DescribeStatMethodUsed,SourceOfData,Latitude,Longitude,OnlineLinkPaper,Reference,DatabaseId,ExptID,UniqueId,StudyIncludesHousingOrStorage,GasMeasured,EmissionMeasTechnique,ApplicStartDate,StartGasMeasurements,EndGasMeasurements,N2OChambersPerPlot,N2OChamberArea,N2OGasSamplesPerChamber,NumberOfMeasurementsOverTime,DurationOfEmissionMeasurement,CumulatEmission,NH3CumulEmission72h,EmissionFactor,AnimalCategory,AnimalSubCategory,AnimalBreed,DietDMContent,DietLipidContent,DietAshContent,DryMatterIntake,CrudeProtein,CrudeFibre,NDFContent,OMDigestibilityCoefficient,MultiphaseFeeding,Diet,SwineFeedType,ForageSpecies,ForageDMContent,ConcentrateType,ConcentrateDM,ProportionOfConcentrateInDiet,NitrogenDigestibilityCoefficient,NDFDigestibilityCoefficient,CH4Enteric,ManureType,ManureTreatment,TypeOfBeddingMaterial,ManureDurationOfStorage,ManureApplicMethod,ManureDM,ManureTotalN,ManureTAN,ManureRAN,ManureOrgC,ManureCNRatio,ManurePH,ManureTotalNVol,ManureApplicRate,ManureApplicRateUnit,ManureTNApplicRate,ManureTANApplicRate,ManureRANApplicRate,ManureApplicSeason,ManureSoilIncorporation,NH3TimeOfIncorporation,InhibitorType,RateOfInhibitorApplicUnit,RateOfInhibitorApplic,InhibitorTiming,SoilDepthMineralN,SoilNH4,SoilNO3,SoilDepthOther,SoilTotalNitrogen,SoilOrganicCarbon,SoilPH,SoilBulkDensity,SoilClay,SoilTexture,SoilWaterUnit,SoilWaterDay1Avg,SoilWaterFirst30dAvg,SoilWaterEntireExptAvg,CropType,NH3CropHeight,CropYieldDryMatter,CropTotalYieldUnit,CropTotalYield,CropTotalN,SlopeClass,ClimateZone,NH3AirTemperature24hAvg,AirTemperatureFirst30dAvg,AirTemperatureEntireExptAvg,TotalRainfallIrrigationEntireExpt,NH3RainIrrigation1h,NH3RainIrrigation6h,RainfallIrrigation30d,NH3WindSpeed12h,NH3WindSpeed3d,NH3WindSpeedHeight,Version
"3409","37043","Canada","AAFC","filtered","-99","","","","","","dataset+publication","46.8","-71.383","https://www.sciencedirect.com/science/article/pii/S0168192317304008","Chantigny, M.H., Angers, D. A., Rochette, P., Belanger, G., Masse, D., & Cote, D. 2007. Gaseous nitrogen emissions and forage nitrogen uptake on soils fertilized with raw and treated swine manure. Journal of Environmental Quality, 36(6), 1864\u20131872.","ALFAM2-813","DK158","SH-F1-651","","NH3","windtunnel","18/06/2001 12:00:00 AM","19/06/2001 12:00:00 AM","26/06/2001 12:00:00 AM","","","","21","11.1079166666667","","4.4525","","swine","","","","","","","","","","","","","","","","","","","","","","slurry","solid separation","","","broadcast","1.3","3.37","2.38","","","","7.91","","44.16","t/ha","148.8192","105.1","","","none","","none","","","","","","","","","","6.1","1.2","22.7","loam","","","","","grass","5","","","","","","temperate wet","26.893","","23.161","1.9","0","0","","2.1967","2.1967","2","All Field data 6 July 2020 (file B)"
"3411","37408","Canada","AAFC","decanted","-99","","","","","","dataset+publication","46.8","-71.383","https://www.sciencedirect.com/science/article/pii/S0168192317304008","Chantigny, M.H., Angers, D. A., Rochette, P., Belanger, G., Masse, D., & Cote, D. 2007. Gaseous nitrogen emissions and forage nitrogen uptake on soils fertilized with raw and treated swine manure. Journal of Environmental Quality, 36(6), 1864\u20131872.","ALFAM2-815","DK159","SH-F1-653","","NH3","windtunnel","25/06/2002 12:00:00 AM","19/06/2002 12:00:00 AM","27/06/2002 12:00:00 AM","","","","20","8.0575","","","","swine","","","","","","","","","","","","","","","","","","","","","","slurry","solid separation","","","broadcast","2.8","5.08","3.87","","","","7.45","","27.65","t/ha","140.462","107.01","","","none","","none","","","","","","","","","","6.5","1.3","17.1","sandy loam","","","","","grass","5","","","","","","temperate wet","23.664","","27.681","40.3","0","0","","2.1967","2.1967","2","All Field data 6 July 2020 (file B)"
"3413","37408","Canada","AAFC","filtered","-99","","","","","","dataset+publication","46.8","-71.383","https://www.sciencedirect.com/science/article/pii/S0168192317304008","Chantigny, M.H., Angers, D. A., Rochette, P., Belanger, G., Masse, D., & Cote, D. 2007. Gaseous nitrogen emissions and forage nitrogen uptake on soils fertilized with raw and treated swine manure. Journal of Environmental Quality, 36(6), 1864\u20131872.","ALFAM2-817","DK159","SH-F1-655","","NH3","windtunnel","25/06/2002 12:00:00 AM","19/06/2002 12:00:00 AM","27/06/2002 12:00:00 AM","","","","20","8.0575","","","","swine","","","","","","","","","","","","","","","","","","","","","","slurry","solid separation","","","broadcast","3.2","4.98","3.58","","","","7.67","","28.14","t/ha","140.1372","100.74","","","none","","none","","","","","","","","","","6.5","1.3","17.1","sandy loam","","","","","grass","5","","","","","","temperate wet","23.664","","27.681","40.3","0","0","","2.1967","2.1967","2","All Field data 6 July 2020 (file B)"
"3414","37408","Canada","AAFC","floculated","-99","","","","","","dataset+publication","46.8","-71.383","https://www.sciencedirect.com/science/article/pii/S0168192317304008","Chantigny, M.H., Angers, D. A., Rochette, P., Belanger, G., Masse, D., & Cote, D. 2007. Gaseous nitrogen emissions and forage nitrogen uptake on soils fertilized with raw and treated swine manure. Journal of Environmental Quality, 36(6), 1864\u20131872.","ALFAM2-818","DK159","SH-F1-656","","NH3","windtunnel","25/06/2002 12:00:00 AM","19/06/2002 12:00:00 AM","27/06/2002 12:00:00 AM","","","","20","8.0575","","","","swine","","","","","","","","","","","","","","","","","","","","","","slurry","solid separation","","","broadcast","1.4","2.77","2.3","","","","7.78","","50.49","t/ha","139.8573","116.13","","","none","","none","","","","","","","","","","6.5","1.3","17.1","sandy loam","","","","","grass","5","","","","","","temperate wet","23.664","","27.681","40.3","0","0","","2.1967","2.1967","2","All Field data 6 July 2020 (file B)"
"3416","37408","Canada","AAFC","decanted","-99","","","","","","dataset+publication","46.8","-71.383","https://www.sciencedirect.com/science/article/pii/S0168192317304008","Chantigny, M.H., Angers, D. A., Rochette, P., Belanger, G., Masse, D., & Cote, D. 2007. Gaseous nitrogen emissions and forage nitrogen uptake on soils fertilized with raw and treated swine manure. Journal of Environmental Quality, 36(6), 1864\u20131872.","ALFAM2-820","DK159","SH-F1-658","","NH3","windtunnel","19/06/2002 12:00:00 AM","25/06/2002 12:00:00 AM","3/07/2002 12:00:00 AM","","","","23","7.86875","7.7554","6.3674","0.0552135097036921","swine","","","","","","","","","","","","","","","","","","","","","","slurry","solid separation","","","broadcast","2.8","5.08","3.87","","","","7.45","","27.65","t/ha","140.462","107.01","","","none","","none","","","","","","","","","","6.1","1.2","22.7","loam","","","","","grass","5","","","","","","temperate wet","22.223","","23.185","3.1","0","0","","2.1967","2.1967","2","All Field data 6 July 2020 (file B)"
"3418","37408","Canada","AAFC","filtered","-99","","","","","","dataset+publication","46.8","-71.383","https://www.sciencedirect.com/science/article/pii/S0168192317304008","Chantigny, M.H., Angers, D. A., Rochette, P., Belanger, G., Masse, D., & Cote, D. 2007. Gaseous nitrogen emissions and forage nitrogen uptake on soils fertilized with raw and treated swine manure. Journal of Environmental Quality, 36(6), 1864\u20131872.","ALFAM2-822","DK159","SH-F1-660","","NH3","windtunnel","19/06/2002 12:00:00 AM","25/06/2002 12:00:00 AM","3/07/2002 12:00:00 AM","","","","23","7.86875","8.1205","6.0832","0.0579467835806624","swine","","","","","","","","","","","","","","","","","","","","","","slurry","solid separation","","","broadcast","3.2","4.98","3.58","","","","7.67","","28.14","t/ha","140.1372","100.74","","","none","","none","","","","","","","","","","6.1","1.2","22.7","loam","","","","","grass","5","","","","","","temperate wet","22.223","","23.185","3.1","0","0","","2.1967","2.1967","2","All Field data 6 July 2020 (file B)"
"3419","37408","Canada","AAFC","floculated","-99","","","","","","dataset+publication","46.8","-71.383","https://www.sciencedirect.com/science/article/pii/S0168192317304008","Chantigny, M.H., Angers, D. A., Rochette, P., Belanger, G., Masse, D., & Cote, D. 2007. Gaseous nitrogen emissions and forage nitrogen uptake on soils fertilized with raw and treated swine manure. Journal of Environmental Quality, 36(6), 1864\u20131872.","ALFAM2-823","DK159","SH-F1-661","","NH3","windtunnel","19/06/2002 12:00:00 AM","25/06/2002 12:00:00 AM","3/07/2002 12:00:00 AM","","","","23","7.86875","6.221","4.5225","0.044481053187785","swine","","","","","","","","","","","","","","","","","","","","","","slurry","solid separation","","","broadcast","1.4","2.77","2.3","","","","7.78","","50.49","t/ha","139.8573","116.13","","","none","","none","","","","","","","","","","6.1","1.2","22.7","loam","","","","","grass","5","","","","","","temperate wet","22.223","","23.185","3.1","0","0","","2.1967","2.1967","2","All Field data 6 July 2020 (file B)"
"3421","37773","Canada","AAFC","decanted","-99","","","","","","dataset+publication","46.8","-71.383","https://www.sciencedirect.com/science/article/pii/S0168192317304008","Chantigny, M.H., Angers, D. A., Rochette, P., Belanger, G., Masse, D., & Cote, D. 2007. Gaseous nitrogen emissions and forage nitrogen uptake on soils fertilized with raw and treated swine manure. Journal of Environmental Quality, 36(6), 1864\u20131872.","ALFAM2-825","DK160","SH-F1-663","","NH3","windtunnel","17/06/2003 12:00:00 AM","23/06/2003 12:00:00 AM","2/07/2003 12:00:00 AM","","","","23","10.0666666666667","10.654","8.445","0.074187809217421","swine","","","","","","","","","","","","","","","","","","","","","","slurry","solid separation","","","broadcast","2.5","4.85","3.63","","","","7.57","","29.61","t/ha","143.6085","107.48","","","none","","none","","","","","","","","","","6.5","1.2","17.1","sandy loam","","","","","grass","5","","","","","","temperate wet","20.937","","22.748","0","0","0","","2.1967","2.1967","2","All Field data 6 July 2020 (file B)"
"3423","37773","Canada","AAFC","filtered","-99","","","","","","dataset+publication","46.8","-71.383","https://www.sciencedirect.com/science/article/pii/S0168192317304008","Chantigny, M.H., Angers, D. A., Rochette, P., Belanger, G., Masse, D., & Cote, D. 2007. Gaseous nitrogen emissions and forage nitrogen uptake on soils fertilized with raw and treated swine manure. Journal of Environmental Quality, 36(6), 1864\u20131872.","ALFAM2-827","DK160","SH-F1-665","","NH3","windtunnel","17/06/2003 12:00:00 AM","23/06/2003 12:00:00 AM","2/07/2003 12:00:00 AM","","","","23","10.0666666666667","8.4395","6.5587","0.0588458419532957","swine","","","","","","","","","","","","","","","","","","","","","","slurry","solid separation","","","broadcast","3.1","4.61","3.53","","","","7.62","","31.11","t/ha","143.4171","109.82","","","none","","none","","","","","","","","","","6.5","1.2","17.1","sandy loam","","","","","grass","5","","","","","","temperate wet","20.937","","22.748","0","0","0","","2.1967","2.1967","2","All Field data 6 July 2020 (file B)"
"3424","37773","Canada","AAFC","floculated","-99","","","","","","dataset+publication","46.8","-71.383","https://www.sciencedirect.com/science/article/pii/S0168192317304008","Chantigny, M.H., Angers, D. A., Rochette, P., Belanger, G., Masse, D., & Cote, D. 2007. Gaseous nitrogen emissions and forage nitrogen uptake on soils fertilized with raw and treated swine manure. Journal of Environmental Quality, 36(6), 1864\u20131872.","ALFAM2-828","DK160","SH-F1-666","","NH3","windtunnel","17/06/2003 12:00:00 AM","23/06/2003 12:00:00 AM","2/07/2003 12:00:00 AM","","","","23","10.0666666666667","10.152","8.4603","0.0723157789012019","swine","","","","","","","","","","","","","","","","","","","","","","slurry","solid separation","","","broadcast","1.1","3.29","2.2","","","","7.76","","42.67","t/ha","140.3843","93.874","","","none","","none","","","","","","","","","","6.5","1.2","17.1","sandy loam","","","","","grass","5","","","","","","temperate wet","20.937","","22.748","0","0","0","","2.1967","2.1967","2","All Field data 6 July 2020 (file B)"
"3426","37773","Canada","AAFC","decanted","-99","","","","","","dataset+publication","46.8","-71.383","https://www.sciencedirect.com/science/article/pii/S0168192317304008","Chantigny, M.H., Angers, D. A., Rochette, P., Belanger, G., Masse, D., & Cote, D. 2007. Gaseous nitrogen emissions and forage nitrogen uptake on soils fertilized with raw and treated swine manure. Journal of Environmental Quality, 36(6), 1864\u20131872.","ALFAM2-830","DK160","SH-F1-668","","NH3","windtunnel","23/06/2003 12:00:00 AM","17/06/2003 12:00:00 AM","27/06/2003 12:00:00 AM","","","","23","9.17791666666667","14.24","11.339","0.0991584759955017","swine","","","","","","","","","","","","","","","","","","","","","","slurry","solid separation","","","broadcast","2.5","4.85","3.63","","","","7.57","","29.61","t/ha","143.6085","107.48","","","none","","none","","","","","","","","","","6.1","1.2","22.7","loam","","","","","grass","5","","","","","","temperate wet","24.732","","23.728","1.4","0","0","","2.1967","2.1967","2","All Field data 6 July 2020 (file B)"
"3428","37773","Canada","AAFC","filtered","-99","","","","","","dataset+publication","46.8","-71.383","https://www.sciencedirect.com/science/article/pii/S0168192317304008","Chantigny, M.H., Angers, D. A., Rochette, P., Belanger, G., Masse, D., & Cote, D. 2007. Gaseous nitrogen emissions and forage nitrogen uptake on soils fertilized with raw and treated swine manure. Journal of Environmental Quality, 36(6), 1864\u20131872.","ALFAM2-832","DK160","SH-F1-670","","NH3","windtunnel","23/06/2003 12:00:00 AM","17/06/2003 12:00:00 AM","27/06/2003 12:00:00 AM","","","","23","9.17791666666667","12.598","8.9001","0.0878416869397025","swine","","","","","","","","","","","","","","","","","","","","","","slurry","solid separation","","","broadcast","3.1","4.61","3.53","","","","7.62","","31.11","t/ha","143.4171","109.82","","","none","","none","","","","","","","","","","6.1","1.2","22.7","loam","","","","","grass","5","","","","","","temperate wet","24.732","","23.728","1.4","0","0","","2.1967","2.1967","2","All Field data 6 July 2020 (file B)"
